,origin,dest,line
2925,F26-F-N,F25-F-N,F
2926,F27-F-N,F26-F-N,F
2927,F27-F-N,F29-F-N,F
2928,F29-F-N,F30-F-N,F
2929,F30-F-N,F31-F-N,F
2930,F31-F-N,F32-F-N,F
2931,F32-F-N,F33-F-N,F
2932,F33-F-N,F34-F-N,F
2933,F34-F-N,F35-F-N,F
2934,F35-F-N,F36-F-N,F
2935,F36-F-N,F38-F-N,F
2936,F38-F-N,F39-F-N,F
2937,G14-F-N,B04-F-N,F
2938,G14-F-N,G08-F-N,F
2939,A42-G-N,F20-G-N,G
2940,A42-G-N,G36-G-N,G
2941,F21-G-N,F20-G-N,G
2942,F22-G-N,F21-G-N,G
2943,F23-G-N,F22-G-N,G
2944,F23-G-N,F24-G-N,G
2945,F25-G-N,F24-G-N,G
2946,F26-G-N,F25-G-N,G
2947,G24-G-N,G22-G-N,G
2948,G26-G-N,G24-G-N,G
2949,G26-G-N,G28-G-N,G
2950,G28-G-N,G29-G-N,G
2951,G29-G-N,G30-G-N,G
2952,G31-G-N,G32-G-N,G
2953,G31-G-N,G30-G-N,G
2954,G33-G-N,G32-G-N,G
2955,G33-G-N,G34-G-N,G
2956,G35-G-N,G34-G-N,G
2957,G35-G-N,G36-G-N,G
2958,B08-Q-N,R14-Q-N,Q
2959,D25-Q-N,D26-Q-N,Q
2960,D25-Q-N,D24-Q-N,Q
2961,D27-Q-N,D26-Q-N,Q
2962,D28-Q-N,D26-Q-N,Q
2963,D28-Q-N,D27-Q-N,Q
2964,D29-Q-N,D28-Q-N,Q
2965,D30-Q-N,D29-Q-N,Q
2966,D30-Q-N,D31-Q-N,Q
2967,D31-Q-N,D28-Q-N,Q
2968,D32-Q-N,D33-Q-N,Q
2969,D32-Q-N,D31-Q-N,Q
2970,D34-Q-N,D35-Q-N,Q
2971,D34-Q-N,D33-Q-N,Q
2972,D35-Q-N,D31-Q-N,Q
2973,D37-Q-N,D35-Q-N,Q
2974,D38-Q-N,D39-Q-N,Q
2975,D38-Q-N,D37-Q-N,Q
2976,D39-Q-N,D40-Q-N,Q
2977,D39-Q-N,D35-Q-N,Q
2978,D41-Q-N,D40-Q-N,Q
2979,D42-Q-N,D41-Q-N,Q
2980,D43-Q-N,D42-Q-N,Q
2981,Q01-Q-N,R20-Q-N,Q
2982,Q01-Q-N,R30-Q-N,Q
2983,Q03-Q-N,B08-Q-N,Q
2984,Q03-Q-N,Q04-Q-N,Q
2985,Q04-Q-N,Q05-Q-N,Q
2986,R16-Q-N,R17-Q-N,Q
2987,R16-Q-N,R14-Q-N,Q
2988,R17-Q-N,R20-Q-N,Q
2989,R30-Q-N,D24-Q-N,Q
2990,D15-M-N,F12-M-N,M
2991,D15-M-N,D16-M-N,M
2992,D16-M-N,D17-M-N,M
2993,D17-M-N,D20-M-N,M
2994,D17-M-N,D18-M-N,M
2995,D18-M-N,D19-M-N,M
2996,D19-M-N,D20-M-N,M
2997,D21-M-N,M18-M-N,M
2998,D21-M-N,D20-M-N,M
2999,F09-M-N,F11-M-N,M
3000,F12-M-N,F11-M-N,M
3001,G08-M-N,G09-M-N,M
3002,G10-M-N,G09-M-N,M
3003,G11-M-N,G10-M-N,M
3004,G12-M-N,G11-M-N,M
3005,G13-M-N,G12-M-N,M
3006,G14-M-N,G08-M-N,M
3007,G14-M-N,G13-M-N,M
3008,G15-M-N,G14-M-N,M
3009,G16-M-N,G15-M-N,M
3010,G18-M-N,G16-M-N,M
3011,G19-M-N,G18-M-N,M
3012,G20-M-N,G19-M-N,M
3013,G20-M-N,G21-M-N,M
3014,G21-M-N,G14-M-N,M
3015,G21-M-N,F09-M-N,M
3016,M04-M-N,M05-M-N,M
3017,M04-M-N,M01-M-N,M
3018,M06-M-N,M05-M-N,M
3019,M06-M-N,M08-M-N,M
3020,M08-M-N,M09-M-N,M
3021,M09-M-N,M10-M-N,M
3022,M10-M-N,M11-M-N,M
3023,M11-M-N,M12-M-N,M
3024,M13-M-N,M14-M-N,M
3025,M13-M-N,M12-M-N,M
3026,M14-M-N,M16-M-N,M
3027,M16-M-N,M11-M-N,M
3028,M16-M-N,M18-M-N,M
3029,D43-N-N,N10-N-N,N
3030,N02-N-N,R41-N-N,N
3031,N03-N-N,N02-N-N,N
3032,N04-N-N,N03-N-N,N
3033,N05-N-N,N04-N-N,N
3034,N05-N-N,N06-N-N,N
3035,N07-N-N,N06-N-N,N
3036,N08-N-N,N07-N-N,N
3037,N09-N-N,N10-N-N,N
3038,N09-N-N,N08-N-N,N
3039,Q01-N-N,R20-N-N,N
3040,Q01-N-N,R31-N-N,N
3041,R01-N-N,R03-N-N,N
3042,R03-N-N,R04-N-N,N
3043,R05-N-N,R06-N-N,N
3044,R05-N-N,R04-N-N,N
3045,R06-N-N,R08-N-N,N
3046,R09-N-N,R08-N-N,N
3047,R09-N-N,R11-N-N,N
3048,R13-N-N,R11-N-N,N
3049,R14-N-N,R13-N-N,N
3050,R14-N-N,R15-N-N,N
3051,R16-N-N,R17-N-N,N
3052,R16-N-N,R14-N-N,N
3053,R16-N-N,R15-N-N,N
3054,R17-N-N,R20-N-N,N
3055,R36-N-N,R41-N-N,N
3056,R36-N-N,R31-N-N,N
3057,G05-J-N,G06-J-N,J
3058,G06-J-N,J12-J-N,J
3059,J12-J-N,J13-J-N,J
3060,J14-J-N,J15-J-N,J
3061,J14-J-N,J12-J-N,J
3062,J14-J-N,J13-J-N,J
3063,J16-J-N,J15-J-N,J
3064,J16-J-N,J17-J-N,J
3065,J17-J-N,J15-J-N,J
3066,J19-J-N,J17-J-N,J
3067,J20-J-N,J17-J-N,J
3068,J20-J-N,J19-J-N,J
3069,J21-J-N,J20-J-N,J
3070,J22-J-N,J21-J-N,J
3071,J23-J-N,J22-J-N,J
3072,J23-J-N,J21-J-N,J
3073,J24-J-N,J23-J-N,J
3074,J27-J-N,J24-J-N,J
3075,J27-J-N,J28-J-N,J
3076,J27-J-N,J23-J-N,J
3077,J29-J-N,J28-J-N,J
3078,J29-J-N,J30-J-N,J
3079,J30-J-N,J28-J-N,J
3080,J30-J-N,J31-J-N,J
3081,J31-J-N,M11-J-N,J
3082,M11-J-N,J30-J-N,J
3083,M11-J-N,M12-J-N,J
3084,M13-J-N,M14-J-N,J
3085,M13-J-N,M12-J-N,J
3086,M14-J-N,M16-J-N,J
3087,M16-J-N,M11-J-N,J
3088,M16-J-N,M18-J-N,J
3089,M19-J-N,M20-J-N,J
3090,M19-J-N,M18-J-N,J
3091,M20-J-N,M21-J-N,J
3092,M22-J-N,M21-J-N,J
3093,M22-J-N,M23-J-N,J
3094,G05-Z-N,G06-Z-N,Z
3095,G06-Z-N,J12-Z-N,Z
3096,J14-Z-N,J15-Z-N,Z
3097,J14-Z-N,J12-Z-N,Z
3098,J17-Z-N,J15-Z-N,Z
3099,J20-Z-N,J17-Z-N,Z
3100,J21-Z-N,J20-Z-N,Z
3101,J23-Z-N,J21-Z-N,Z
3102,J27-Z-N,J28-Z-N,Z
3103,J27-Z-N,J23-Z-N,Z
3104,J30-Z-N,J28-Z-N,Z
3105,M11-Z-N,J30-Z-N,Z
3106,M16-Z-N,M11-Z-N,Z
3107,M16-Z-N,M18-Z-N,Z
3108,M19-Z-N,M20-Z-N,Z
3109,M19-Z-N,M18-Z-N,Z
3110,M20-Z-N,M21-Z-N,Z
3111,M22-Z-N,M21-Z-N,Z
3112,M22-Z-N,M23-Z-N,Z
3113,G08-R-N,G09-R-N,R
3114,G10-R-N,G09-R-N,R
3115,G11-R-N,G10-R-N,R
3116,G12-R-N,G11-R-N,R
3117,G13-R-N,G12-R-N,R
3118,G14-R-N,G08-R-N,R
3119,G14-R-N,G13-R-N,R
3120,G15-R-N,G14-R-N,R
3121,G16-R-N,G15-R-N,R
3122,G18-R-N,G16-R-N,R
3123,G19-R-N,G18-R-N,R
3124,G20-R-N,G19-R-N,R
3125,G20-R-N,G21-R-N,R
3126,G21-R-N,G14-R-N,R
3127,G21-R-N,R11-R-N,R
3128,R13-R-N,R11-R-N,R
3129,R14-R-N,R13-R-N,R
3130,R14-R-N,R15-R-N,R
3131,R16-R-N,R17-R-N,R
3132,R16-R-N,R14-R-N,R
3133,R16-R-N,R15-R-N,R
3134,R17-R-N,R20-R-N,R
3135,R17-R-N,R18-R-N,R
3136,R18-R-N,R19-R-N,R
3137,R19-R-N,R20-R-N,R
3138,R21-R-N,R20-R-N,R
3139,R22-R-N,R21-R-N,R
3140,R23-R-N,R22-R-N,R
3141,R24-R-N,R23-R-N,R
3142,R25-R-N,R24-R-N,R
3143,R26-R-N,R25-R-N,R
3144,R27-R-N,R26-R-N,R
3145,R27-R-N,R28-R-N,R
3146,R29-R-N,R28-R-N,R
3147,R30-R-N,R31-R-N,R
3148,R30-R-N,R29-R-N,R
3149,R31-R-N,R32-R-N,R
3150,R32-R-N,R33-R-N,R
3151,R34-R-N,R33-R-N,R
3152,R34-R-N,R35-R-N,R
3153,R35-R-N,R36-R-N,R
3154,R36-R-N,R41-R-N,R
3155,R36-R-N,R31-R-N,R
3156,R39-R-N,R40-R-N,R
3157,R39-R-N,R36-R-N,R
3158,R41-R-N,R42-R-N,R
3159,R41-R-N,R40-R-N,R
3160,R43-R-N,R44-R-N,R
3161,R43-R-N,R42-R-N,R
3162,R45-R-N,R44-R-N,R
3163,L02-L-N,L01-L-N,L
3164,L03-L-N,L02-L-N,L
3165,L05-L-N,L03-L-N,L
3166,L06-L-N,L05-L-N,L
3167,L08-L-N,L10-L-N,L
3168,L08-L-N,L06-L-N,L
3169,L10-L-N,L11-L-N,L
3170,L11-L-N,L12-L-N,L
3171,L12-L-N,L13-L-N,L
3172,L14-L-N,L15-L-N,L
3173,L14-L-N,L13-L-N,L
3174,L15-L-N,L16-L-N,L
3175,L16-L-N,L17-L-N,L
3176,L19-L-N,L20-L-N,L
3177,L19-L-N,L17-L-N,L
3178,L21-L-N,L22-L-N,L
3179,L21-L-N,L20-L-N,L
3180,L22-L-N,L24-L-N,L
3181,L25-L-N,L24-L-N,L
3182,L26-L-N,L25-L-N,L
3183,L26-L-N,L27-L-N,L
3184,L28-L-N,L27-L-N,L
3185,L29-L-N,L28-L-N,L
3186,R01-W-N,R03-W-N,W
3187,R03-W-N,R04-W-N,W
3188,R05-W-N,R06-W-N,W
3189,R05-W-N,R04-W-N,W
3190,R06-W-N,R08-W-N,W
3191,R09-W-N,R08-W-N,W
3192,R09-W-N,R11-W-N,W
3193,R13-W-N,R11-W-N,W
3194,R14-W-N,R13-W-N,W
3195,R14-W-N,R15-W-N,W
3196,R16-W-N,R17-W-N,W
3197,R16-W-N,R14-W-N,W
3198,R16-W-N,R15-W-N,W
3199,R17-W-N,R20-W-N,W
3200,R17-W-N,R18-W-N,W
3201,R18-W-N,R19-W-N,W
3202,R19-W-N,R20-W-N,W
3203,R21-W-N,R20-W-N,W
3204,R22-W-N,R21-W-N,W
3205,R23-W-N,R22-W-N,W
3206,R24-W-N,R23-W-N,W
3207,R25-W-N,R24-W-N,W
3208,R26-W-N,R25-W-N,W
3209,R27-W-N,R26-W-N,W
