,station_id,station_line,lat,Complex ID,name,lines,boro,long,line_,dir,pf_id,node_id
102,230,2,40.706821,333,Wall St,2 3,M,-74.0085,3,S,230-3-S,230-3-S
103,231,1,40.698066,334,Clark St,2 3,Bk,-73.993086,2,S,231-2-S,231-2-S
104,231,2,40.697466,334,Clark St,2 3,Bk,-73.992486,3,S,231-3-S,231-3-S
105,232,1,40.693819,620,Borough Hall,2 3,Bk,-73.989998,2,S,232-2-S,232-2-S
106,232,2,40.693219,620,Borough Hall,2 3,Bk,-73.989398,3,S,232-3-S,232-3-S
107,233,1,40.691145,336,Hoyt St,2 3,Bk,-73.985065,2,S,233-2-S,233-2-S
108,233,2,40.690545,336,Hoyt St,2 3,Bk,-73.984465,3,S,233-3-S,233-3-S
109,234,1,40.688846,337,Nevins St,2 3 4 5,Bk,-73.980492,2,S,234-2-S,234-2-S
110,234,2,40.688246,337,Nevins St,2 3 4 5,Bk,-73.97989199999999,3,S,234-3-S,234-3-S
111,234,3,40.687646,337,Nevins St,2 3 4 5,Bk,-73.980492,4,S,234-4-S,234-4-S
112,234,4,40.688246,337,Nevins St,2 3 4 5,Bk,-73.981092,5,S,234-5-S,234-5-S
113,235,1,40.684959,617,Atlantic Av - Barclays Ctr,2 3,Bk,-73.977666,2,S,235-2-S,235-2-S
114,235,2,40.684359,617,Atlantic Av - Barclays Ctr,2 3,Bk,-73.977066,3,S,235-3-S,235-3-S
115,236,1,40.681429,339,Bergen St,2 3,Bk,-73.975098,2,S,236-2-S,236-2-S
116,236,2,40.680829,339,Bergen St,2 3,Bk,-73.974498,3,S,236-3-S,236-3-S
117,237,1,40.675835,340,Grand Army Plaza,2 3,Bk,-73.971046,2,S,237-2-S,237-2-S
118,237,2,40.675235,340,Grand Army Plaza,2 3,Bk,-73.970446,3,S,237-3-S,237-3-S
119,238,1,40.672587,341,Eastern Pkwy - Brooklyn Museum,2 3,Bk,-73.964375,2,S,238-2-S,238-2-S
120,238,2,40.671987,341,Eastern Pkwy - Brooklyn Museum,2 3,Bk,-73.963775,3,S,238-3-S,238-3-S
121,239,1,40.671282,626,Franklin Av,2 3 4 5,Bk,-73.958131,2,S,239-2-S,239-2-S
122,239,2,40.670682,626,Franklin Av,2 3 4 5,Bk,-73.95753099999999,3,S,239-3-S,239-3-S
123,239,3,40.670082,626,Franklin Av,2 3 4 5,Bk,-73.958131,4,S,239-4-S,239-4-S
124,239,4,40.670682,626,Franklin Av,2 3 4 5,Bk,-73.958731,5,S,239-5-S,239-5-S
125,241,1,40.668483,353,President St,2 5,Bk,-73.950683,2,S,241-2-S,241-2-S
126,241,2,40.667883,353,President St,2 5,Bk,-73.95008299999999,5,S,241-5-S,241-5-S
127,242,1,40.663342,354,Sterling St,2 5,Bk,-73.95085,2,S,242-2-S,242-2-S
128,242,2,40.662742,354,Sterling St,2 5,Bk,-73.95025,5,S,242-5-S,242-5-S
129,243,1,40.657252,355,Winthrop St,2 5,Bk,-73.9502,2,S,243-2-S,243-2-S
130,243,2,40.656652,355,Winthrop St,2 5,Bk,-73.94959999999999,5,S,243-5-S,243-5-S
131,244,1,40.651443,356,Church Av,2 5,Bk,-73.949575,2,S,244-2-S,244-2-S
132,244,2,40.650843,356,Church Av,2 5,Bk,-73.94897499999999,5,S,244-5-S,244-5-S
133,245,1,40.645697999999996,357,Beverly Rd,2 5,Bk,-73.948959,2,S,245-2-S,245-2-S
134,245,2,40.645098,357,Beverly Rd,2 5,Bk,-73.948359,5,S,245-5-S,245-5-S
135,246,1,40.640567,358,Newkirk Av,2 5,Bk,-73.948411,2,S,246-2-S,246-2-S
136,246,2,40.639967,358,Newkirk Av,2 5,Bk,-73.94781099999999,5,S,246-5-S,246-5-S
137,247,1,40.633435999999996,359,Flatbush Av - Brooklyn College,2 5,Bk,-73.947642,2,S,247-2-S,247-2-S
138,247,2,40.632836,359,Flatbush Av - Brooklyn College,2 5,Bk,-73.947042,5,S,247-5-S,247-5-S
139,248,1,40.670446999999996,343,Nostrand Av,3,Bk,-73.950466,3,S,248-3-S,248-3-S
140,249,1,40.669999,344,Kingston Av,3,Bk,-73.942161,3,S,249-3-S,249-3-S
141,250,1,40.669497,345,Crown Hts - Utica Av,3 4,Bk,-73.932942,3,S,250-3-S,250-3-S
142,250,2,40.668897,345,Crown Hts - Utica Av,3 4,Bk,-73.93234199999999,4,S,250-4-S,250-4-S
143,251,1,40.665317,346,Sutter Av - Rutland Rd,3,Bk,-73.92261,3,S,251-3-S,251-3-S
144,252,1,40.662053,347,Saratoga Av,3,Bk,-73.916327,3,S,252-3-S,252-3-S
145,253,1,40.663149,348,Rockaway Av,3,Bk,-73.908946,3,S,253-3-S,253-3-S
146,254,1,40.664114999999995,349,Junius St,3,Bk,-73.902447,3,S,254-3-S,254-3-S
147,255,1,40.665234999999996,350,Pennsylvania Av,3,Bk,-73.894895,3,S,255-3-S,255-3-S
148,256,1,40.666049,351,Van Siclen Av,3,Bk,-73.889395,3,S,256-3-S,256-3-S
149,257,1,40.666835,352,New Lots Av,3,Bk,-73.884079,3,S,257-3-S,257-3-S
150,301,1,40.82448,436,Harlem - 148 St,3,M,-73.93647,3,S,301-3-S,301-3-S
151,302,1,40.821021,437,145 St,3,M,-73.936245,3,S,302-3-S,302-3-S
152,401,1,40.886637,378,Woodlawn,4,Bx,-73.878751,4,S,401-4-S,401-4-S
153,402,1,40.88035,379,Mosholu Pkwy,4,Bx,-73.884655,4,S,402-4-S,402-4-S
154,405,1,40.874012,380,Bedford Park Blvd - Lehman College,4,Bx,-73.890064,4,S,405-4-S,405-4-S
155,406,1,40.868359999999996,381,Kingsbridge Rd,4,Bx,-73.897174,4,S,406-4-S,406-4-S
156,407,1,40.863403,382,Fordham Rd,4,Bx,-73.901034,4,S,407-4-S,407-4-S
157,408,1,40.859007,383,183 St,4,Bx,-73.903879,4,S,408-4-S,408-4-S
158,409,1,40.854053,384,Burnside Av,4,Bx,-73.907684,4,S,409-4-S,409-4-S
159,410,1,40.84908,385,176 St,4,Bx,-73.911794,4,S,410-4-S,410-4-S
160,411,1,40.845034,386,Mt Eden Av,4,Bx,-73.914685,4,S,411-4-S,411-4-S
161,412,1,40.840675,387,170 St,4,Bx,-73.917791,4,S,412-4-S,412-4-S
162,413,1,40.836137,388,167 St,4,Bx,-73.9214,4,S,413-4-S,413-4-S
163,414,1,40.828593999999995,604,161 St - Yankee Stadium,4,Bx,-73.925831,4,S,414-4-S,414-4-S
164,415,1,40.818975,603,149 St - Grand Concourse,4,Bx,-73.927351,4,S,415-4-S,415-4-S
165,416,1,40.813824,391,138 St - Grand Concourse,4 5,Bx,-73.929849,4,S,416-4-S,416-4-S
166,416,2,40.813224,391,138 St - Grand Concourse,4 5,Bx,-73.929249,5,S,416-5-S,416-5-S
167,418,1,40.710968,628,Fulton St,4 5,M,-74.009509,4,S,418-4-S,418-4-S
168,418,2,40.710368,628,Fulton St,4 5,M,-74.00890899999999,5,S,418-5-S,418-5-S
169,419,1,40.708157,413,Wall St,4 5,M,-74.011862,4,S,419-4-S,419-4-S
170,419,2,40.707557,413,Wall St,4 5,M,-74.01126199999999,5,S,419-5-S,419-5-S
171,420,1,40.705417,414,Bowling Green,4 5,M,-74.014065,4,S,420-4-S,420-4-S
172,420,2,40.704817,414,Bowling Green,4 5,M,-74.013465,5,S,420-5-S,420-5-S
173,423,1,40.693004,620,Borough Hall,4 5,Bk,-73.990151,4,S,423-4-S,423-4-S
174,423,2,40.692404,620,Borough Hall,4 5,Bk,-73.98955099999999,5,S,423-5-S,423-5-S
175,501,1,40.8889,442,Eastchester - Dyre Av,5,Bx,-73.830834,5,S,501-5-S,501-5-S
176,502,1,40.879263,443,Baychester Av,5,Bx,-73.838591,5,S,502-5-S,502-5-S
177,503,1,40.870126,444,Gun Hill Rd,5,Bx,-73.846384,5,S,503-5-S,503-5-S
178,504,1,40.859584999999996,445,Pelham Pkwy,5,Bx,-73.855359,5,S,504-5-S,504-5-S
179,505,1,40.854963999999995,446,Morris Park,5,Bx,-73.860495,5,S,505-5-S,505-5-S
180,601,1,40.853062,360,Pelham Bay Park,6,Bx,-73.828121,6,S,601-6-S,601-6-S
181,602,1,40.847409999999996,361,Buhre Av,6,Bx,-73.832569,6,S,602-6-S,602-6-S
182,603,1,40.844463,362,Middletown Rd,6,Bx,-73.836322,6,S,603-6-S,603-6-S
183,604,1,40.840492,363,Westchester Sq - E Tremont Av,6,Bx,-73.842952,6,S,604-6-S,604-6-S
184,606,1,40.837088,364,Zerega Av,6,Bx,-73.847036,6,S,606-6-S,606-6-S
185,607,1,40.834855,365,Castle Hill Av,6,Bx,-73.851222,6,S,607-6-S,607-6-S
186,608,1,40.833826,366,Parkchester,6,Bx,-73.860816,6,S,608-6-S,608-6-S
187,609,1,40.832108999999996,367,St Lawrence Av,6,Bx,-73.867618,6,S,609-6-S,609-6-S
188,610,1,40.830121,368,Morrison Av- Sound View,6,Bx,-73.874516,6,S,610-6-S,610-6-S
189,611,1,40.829184,369,Elder Av,6,Bx,-73.879159,6,S,611-6-S,611-6-S
190,612,1,40.827124999999995,370,Whitlock Av,6,Bx,-73.886283,6,S,612-6-S,612-6-S
191,613,1,40.821548,371,Hunts Point Av,6,Bx,-73.890549,6,S,613-6-S,613-6-S
192,614,1,40.816704,372,Longwood Av,6,Bx,-73.896435,6,S,614-6-S,614-6-S
193,615,1,40.812718,373,E 149 St,6,Bx,-73.904098,6,S,615-6-S,615-6-S
194,616,1,40.809319,374,E 143 St - St Mary's St,6,Bx,-73.907657,6,S,616-6-S,616-6-S
195,617,1,40.805968,375,Cypress Av,6,Bx,-73.914042,6,S,617-6-S,617-6-S
196,618,1,40.808166,376,Brook Av,6,Bx,-73.91924,6,S,618-6-S,618-6-S
197,619,1,40.811076,377,3 Av - 138 St,6,Bx,-73.926138,6,S,619-6-S,619-6-S
198,621,1,40.804738,392,125 St,4 5 6,M,-73.937594,4,S,621-4-S,621-4-S
199,621,2,40.804138,392,125 St,4 5 6,M,-73.936994,5,S,621-5-S,621-5-S
200,621,3,40.803538,392,125 St,4 5 6,M,-73.937594,6,S,621-6-S,621-6-S
201,622,1,40.799229,393,116 St,6,M,-73.941617,6,S,622-6-S,622-6-S
202,623,1,40.79562,394,110 St,6,M,-73.94425,6,S,623-6-S,623-6-S
203,624,1,40.791199999999996,395,103 St,6,M,-73.947478,6,S,624-6-S,624-6-S
204,625,1,40.786272,396,96 St,6,M,-73.95107,6,S,625-6-S,625-6-S
205,626,1,40.780091999999996,397,86 St,4 5 6,M,-73.955589,4,S,626-4-S,626-4-S
206,626,2,40.779492,397,86 St,4 5 6,M,-73.954989,5,S,626-5-S,626-5-S
207,626,3,40.778892,397,86 St,4 5 6,M,-73.955589,6,S,626-6-S,626-6-S
208,627,1,40.77422,398,77 St,6,M,-73.959874,6,S,627-6-S,627-6-S
209,628,1,40.768741,399,68 St - Hunter College,6,M,-73.96387,6,S,628-6-S,628-6-S
210,629,1,40.763126,613,59 St,4 5 6,M,-73.967967,4,S,629-4-S,629-4-S
211,629,2,40.762526,613,59 St,4 5 6,M,-73.967367,5,S,629-5-S,629-5-S
212,629,3,40.761926,613,59 St,4 5 6,M,-73.967967,6,S,629-6-S,629-6-S
213,630,1,40.757706999999996,612,51 St,6,M,-73.97192,6,S,630-6-S,630-6-S
214,631,1,40.752376,610,Grand Central - 42 St,4 5 6,M,-73.976848,4,S,631-4-S,631-4-S
215,631,2,40.751776,610,Grand Central - 42 St,4 5 6,M,-73.976248,5,S,631-5-S,631-5-S
216,631,3,40.751176,610,Grand Central - 42 St,4 5 6,M,-73.976848,6,S,631-6-S,631-6-S
217,632,1,40.746680999999995,403,33 St,6,M,-73.982076,6,S,632-6-S,632-6-S
218,633,1,40.74367,404,28 St,6,M,-73.984264,6,S,633-6-S,633-6-S
219,634,1,40.740463999999996,405,23 St,6,M,-73.986599,6,S,634-6-S,634-6-S
220,635,1,40.735273,602,14 St - Union Sq,4 5 6,M,-73.989951,4,S,635-4-S,635-4-S
221,635,2,40.734673,602,14 St - Union Sq,4 5 6,M,-73.989351,5,S,635-5-S,635-5-S
222,635,3,40.734073,602,14 St - Union Sq,4 5 6,M,-73.989951,6,S,635-6-S,635-6-S
223,636,1,40.730654,407,Astor Pl,6,M,-73.99107,6,S,636-6-S,636-6-S
224,637,1,40.726515,619,Bleecker St,6,M,-73.994659,6,S,637-6-S,637-6-S
225,638,1,40.722901,409,Spring St,6,M,-73.997141,6,S,638-6-S,638-6-S
226,639,1,40.719403,623,Canal St,6,M,-74.000193,6,S,639-6-S,639-6-S
227,640,1,40.713665,622,Brooklyn Bridge - City Hall,4 5 6,M,-74.004131,4,S,640-4-S,640-4-S
228,640,2,40.713065,622,Brooklyn Bridge - City Hall,4 5 6,M,-74.003531,5,S,640-5-S,640-5-S
229,640,3,40.712465,622,Brooklyn Bridge - City Hall,4 5 6,M,-74.004131,6,S,640-6-S,640-6-S
230,701,1,40.7602,447,Flushing - Main St,7,Q,-73.83003,7,S,701-7-S,701-7-S
231,702,1,40.755221999999996,448,Mets - Willets Point,7,Q,-73.845625,7,S,702-7-S,702-7-S
232,705,1,40.75233,449,111 St,7,Q,-73.855334,7,S,705-7-S,705-7-S
233,706,1,40.750465,450,103 St - Corona Plaza,7,Q,-73.8627,7,S,706-7-S,706-7-S
234,707,1,40.749745,451,Junction Blvd,7,Q,-73.869527,7,S,707-7-S,707-7-S
235,708,1,40.749007999999996,452,90 St - Elmhurst Av,7,Q,-73.876613,7,S,708-7-S,708-7-S
236,709,1,40.748259,453,82 St - Jackson Hts,7,Q,-73.883697,7,S,709-7-S,709-7-S
237,710,1,40.747448,616,74 St - Broadway,7,Q,-73.891394,7,S,710-7-S,710-7-S
238,711,1,40.746925,455,69 St,7,Q,-73.896403,7,S,711-7-S,711-7-S
239,712,1,40.74623,456,Woodside - 61 St,7,Q,-73.902984,7,S,712-7-S,712-7-S
240,713,1,40.744749,457,52 St,7,Q,-73.912549,7,S,713-7-S,713-7-S
241,714,1,40.743732,458,46 St,7,Q,-73.918435,7,S,714-7-S,714-7-S
242,715,1,40.744381,459,40 St,7,Q,-73.924016,7,S,715-7-S,715-7-S
243,716,1,40.745187,460,33 St,7,Q,-73.930997,7,S,716-7-S,716-7-S
244,718,1,40.751182,461,Queensboro Plaza,7,Q,-73.940202,7,S,718-7-S,718-7-S
245,719,1,40.747623,606,Court Sq,7,Q,-73.945264,7,S,719-7-S,719-7-S
246,720,1,40.742816,463,Hunters Point Av,7,Q,-73.948916,7,S,720-7-S,720-7-S
247,721,1,40.743226,464,Vernon Blvd - Jackson Av,7,Q,-73.953581,7,S,721-7-S,721-7-S
248,723,1,40.752030999999995,610,Grand Central - 42 St,7,M,-73.976041,7,S,723-7-S,723-7-S
249,724,1,40.754421,609,5 Av,7,M,-73.981963,7,S,724-7-S,724-7-S
250,725,1,40.756077,611,Times Sq - 42 St,7,M,-73.987691,7,S,725-7-S,725-7-S
251,726,1,40.756482,471,34 St - 11 Av,7,M,-74.00191,7,S,726-7-S,726-7-S
252,901,1,40.753369,610,Grand Central - 42 St,S,M,-73.979189,S,S,901-S-S,901-S-S
253,902,1,40.756583,611,Times Sq - 42 St,S,M,-73.986229,S,S,902-S-S,902-S-S
254,A02,1,40.868672,143,Inwood - 207 St,A,M,-73.919899,A,S,A02-A-S,A02-A-S
255,A03,1,40.866091,144,Dyckman St,A,M,-73.927271,A,S,A03-A-S,A03-A-S
256,A05,1,40.859622,145,190 St,A,M,-73.93418,A,S,A05-A-S,A05-A-S
257,A06,1,40.852295,146,181 St,A,M,-73.937969,A,S,A06-A-S,A06-A-S
258,A07,1,40.847991,147,175 St,A,M,-73.939704,A,S,A07-A-S,A07-A-S
259,A09,1,40.841319,605,168 St,A C,M,-73.939561,A,S,A09-A-S,A09-A-S
260,A09,2,40.840719,605,168 St,A C,M,-73.93896099999999,C,S,A09-C-S,A09-C-S
261,A10,1,40.836613,149,163 St - Amsterdam Av,C,M,-73.939892,C,S,A10-C-S,A10-C-S
262,A11,1,40.831118,150,155 St,C,M,-73.941514,C,S,A11-C-S,A11-C-S
263,A12,1,40.825382999999995,151,145 St,A C,M,-73.944216,A,S,A12-A-S,A12-A-S
264,A12,2,40.824783,151,145 St,A C,M,-73.94361599999999,C,S,A12-C-S,A12-C-S
265,A14,1,40.818494,152,135 St,B C,M,-73.947649,B,S,A14-B-S,A14-B-S
266,A14,2,40.817894,152,135 St,B C,M,-73.94704899999999,C,S,A14-C-S,A14-C-S
267,A15,1,40.811709,153,125 St,A B C D,M,-73.952343,A,S,A15-A-S,A15-A-S
268,A15,2,40.811109,153,125 St,A B C D,M,-73.951743,B,S,A15-B-S,A15-B-S
269,A15,3,40.810509,153,125 St,A B C D,M,-73.952343,C,S,A15-C-S,A15-C-S
270,A15,4,40.811109,153,125 St,A B C D,M,-73.952943,D,S,A15-D-S,A15-D-S
271,A16,1,40.805685,154,116 St,B C,M,-73.954882,B,S,A16-B-S,A16-B-S
272,A16,2,40.805085,154,116 St,B C,M,-73.95428199999999,C,S,A16-C-S,A16-C-S
273,A17,1,40.801203,155,Cathedral Pkwy (110 St),B C,M,-73.958161,B,S,A17-B-S,A17-B-S
274,A17,2,40.800603,155,Cathedral Pkwy (110 St),B C,M,-73.957561,C,S,A17-C-S,A17-C-S
275,A18,1,40.796692,156,103 St,B C,M,-73.961454,B,S,A18-B-S,A18-B-S
276,A18,2,40.796092,156,103 St,B C,M,-73.960854,C,S,A18-C-S,A18-C-S
277,A19,1,40.792242,157,96 St,B C,M,-73.964696,B,S,A19-B-S,A19-B-S
278,A19,2,40.791642,157,96 St,B C,M,-73.964096,C,S,A19-C-S,A19-C-S
279,A20,1,40.786468,158,86 St,B C,M,-73.968916,B,S,A20-B-S,A20-B-S
280,A20,2,40.785868,158,86 St,B C,M,-73.96831599999999,C,S,A20-C-S,A20-C-S
281,A21,1,40.782033,159,81 St - Museum of Natural History,B C,M,-73.972143,B,S,A21-B-S,A21-B-S
282,A21,2,40.781433,159,81 St - Museum of Natural History,B C,M,-73.971543,C,S,A21-C-S,A21-C-S
283,A22,1,40.776194,160,72 St,B C,M,-73.97641,B,S,A22-B-S,A22-B-S
284,A22,2,40.775594,160,72 St,B C,M,-73.97581,C,S,A22-C-S,A22-C-S
285,A24,1,40.768896,614,59 St - Columbus Circle,A B C D,M,-73.981736,A,S,A24-A-S,A24-A-S
286,A24,2,40.768296,614,59 St - Columbus Circle,A B C D,M,-73.98113599999999,B,S,A24-B-S,A24-B-S
287,A24,3,40.767696,614,59 St - Columbus Circle,A B C D,M,-73.981736,C,S,A24-C-S,A24-C-S
288,A24,4,40.768296,614,59 St - Columbus Circle,A B C D,M,-73.982336,D,S,A24-D-S,A24-D-S
289,A25,1,40.763056,162,50 St,C E,M,-73.985984,C,S,A25-C-S,A25-C-S
290,A25,2,40.762456,162,50 St,C E,M,-73.985384,E,S,A25-E-S,A25-E-S
291,A27,1,40.757908,611,42 St - Port Authority Bus Terminal,A C E,M,-73.989735,A,S,A27-A-S,A27-A-S
292,A27,2,40.757308,611,42 St - Port Authority Bus Terminal,A C E,M,-73.98913499999999,C,S,A27-C-S,A27-C-S
293,A27,3,40.756708,611,42 St - Port Authority Bus Terminal,A C E,M,-73.989735,E,S,A27-E-S,A27-E-S
294,A28,1,40.752887,164,34 St - Penn Station,A C E,M,-73.993391,A,S,A28-A-S,A28-A-S
295,A28,2,40.752287,164,34 St - Penn Station,A C E,M,-73.992791,C,S,A28-C-S,A28-C-S
296,A28,3,40.751687000000004,164,34 St - Penn Station,A C E,M,-73.993391,E,S,A28-E-S,A28-E-S
297,A30,1,40.746506,165,23 St,C E,M,-73.998041,C,S,A30-C-S,A30-C-S
298,A30,2,40.745906,165,23 St,C E,M,-73.997441,E,S,A30-E-S,A30-E-S
299,A31,1,40.741493,618,14 St,A C E,M,-74.00169,A,S,A31-A-S,A31-A-S
300,A31,2,40.740893,618,14 St,A C E,M,-74.00108999999999,C,S,A31-C-S,A31-C-S
301,A31,3,40.740293,618,14 St,A C E,M,-74.00169,E,S,A31-E-S,A31-E-S
302,A32,1,40.732938,167,W 4 St,A C E,M,-74.000495,A,S,A32-A-S,A32-A-S
303,A32,2,40.732338,167,W 4 St,A C E,M,-73.999895,C,S,A32-C-S,A32-C-S
304,A32,3,40.731738,167,W 4 St,A C E,M,-74.000495,E,S,A32-E-S,A32-E-S
305,A33,1,40.726827,168,Spring St,C E,M,-74.003739,C,S,A33-C-S,A33-C-S
306,A33,2,40.726227,168,Spring St,C E,M,-74.00313899999999,E,S,A33-E-S,A33-E-S
307,A34,1,40.721424,169,Canal St,A C E,M,-74.005229,A,S,A34-A-S,A34-A-S
308,A34,2,40.720824,169,Canal St,A C E,M,-74.004629,C,S,A34-C-S,A34-C-S
309,A34,3,40.720224,169,Canal St,A C E,M,-74.005229,E,S,A34-E-S,A34-E-S
310,A36,1,40.714711,624,Chambers St,A C,M,-74.008585,A,S,A36-A-S,A36-A-S
311,A36,2,40.714111,624,Chambers St,A C,M,-74.00798499999999,C,S,A36-C-S,A36-C-S
312,A38,1,40.710797,628,Fulton St,A C,M,-74.007691,A,S,A38-A-S,A38-A-S
313,A38,2,40.710197,628,Fulton St,A C,M,-74.00709099999999,C,S,A38-C-S,A38-C-S
314,A40,1,40.699937,173,High St,A C,Bk,-73.990531,A,S,A40-A-S,A40-A-S
315,A40,2,40.699337,173,High St,A C,Bk,-73.989931,C,S,A40-C-S,A40-C-S
316,A41,1,40.692938,636,Jay St - MetroTech,A C F,Bk,-73.987342,A,S,A41-A-S,A41-A-S
317,A41,2,40.692338,636,Jay St - MetroTech,A C F,Bk,-73.98674199999999,C,S,A41-C-S,A41-C-S
318,A41,3,40.691738,636,Jay St - MetroTech,A C F,Bk,-73.987342,F,S,A41-F-S,A41-F-S
319,A42,1,40.689084,175,Hoyt - Schermerhorn Sts,A C G,Bk,-73.985001,A,S,A42-A-S,A42-A-S
320,A42,2,40.688484,175,Hoyt - Schermerhorn Sts,A C G,Bk,-73.98440099999999,C,S,A42-C-S,A42-C-S
321,A42,3,40.687884000000004,175,Hoyt - Schermerhorn Sts,A C G,Bk,-73.985001,G,S,A42-G-S,A42-G-S
322,A43,1,40.686713,176,Lafayette Av,C,Bk,-73.973946,C,S,A43-C-S,A43-C-S
323,A44,1,40.683862999999995,177,Clinton - Washington Avs,C,Bk,-73.965838,C,S,A44-C-S,A44-C-S
324,A45,1,40.681979999999996,627,Franklin Av,C,Bk,-73.956848,C,S,A45-C-S,A45-C-S
325,A46,1,40.681038,179,Nostrand Av,A C,Bk,-73.950426,A,S,A46-A-S,A46-A-S
326,A46,2,40.680438,179,Nostrand Av,A C,Bk,-73.94982599999999,C,S,A46-C-S,A46-C-S
327,A47,1,40.680521,180,Kingston - Throop Avs,C,Bk,-73.940858,C,S,A47-C-S,A47-C-S
328,A48,1,40.679964,181,Utica Av,A C,Bk,-73.930729,A,S,A48-A-S,A48-A-S
329,A48,2,40.679364,181,Utica Av,A C,Bk,-73.930129,C,S,A48-C-S,A48-C-S
330,A49,1,40.679421999999995,182,Ralph Av,C,Bk,-73.920786,C,S,A49-C-S,A49-C-S
331,A50,1,40.67894,183,Rockaway Av,C,Bk,-73.911946,C,S,A50-C-S,A50-C-S
332,A51,1,40.678934,621,Broadway Jct,A C,Bk,-73.905316,A,S,A51-A-S,A51-A-S
333,A51,2,40.678334,621,Broadway Jct,A C,Bk,-73.904716,C,S,A51-C-S,A51-C-S
334,A52,1,40.675142,185,Liberty Av,C,Bk,-73.896548,C,S,A52-C-S,A52-C-S
335,A53,1,40.67331,186,Van Siclen Av,C,Bk,-73.890358,C,S,A53-C-S,A53-C-S
336,A54,1,40.67473,187,Shepherd Av,C,Bk,-73.88075,C,S,A54-C-S,A54-C-S
337,A55,1,40.675976999999996,188,Euclid Av,A C,Bk,-73.872106,A,S,A55-A-S,A55-A-S
338,A55,2,40.675377,188,Euclid Av,A C,Bk,-73.871506,C,S,A55-C-S,A55-C-S
339,A57,1,40.677644,189,Grant Av,A,Bk,-73.86505,A,S,A57-A-S,A57-A-S
340,A59,1,40.679971,190,80 St,A,Q,-73.858992,A,S,A59-A-S,A59-A-S
341,A60,1,40.680443,191,88 St,A,Q,-73.85147,A,S,A60-A-S,A60-A-S
342,A61,1,40.681028999999995,192,Rockaway Blvd,A,Q,-73.843853,A,S,A61-A-S,A61-A-S
343,A63,1,40.682311,193,104 St,A,Q,-73.837683,A,S,A63-A-S,A63-A-S
344,A64,1,40.684931,194,111 St,A,Q,-73.832163,A,S,A64-A-S,A64-A-S
345,A65,1,40.686551,195,Ozone Park - Lefferts Blvd,A,Q,-73.825798,A,S,A65-A-S,A65-A-S
346,B04,1,40.754802999999995,221,21 St - Queensbridge,F,Q,-73.942836,F,S,B04-F-S,B04-F-S
347,B06,1,40.759744999999995,222,Roosevelt Island,F,M,-73.95326,F,S,B06-F-S,B06-F-S
348,B08,1,40.765229,223,Lexington Av/63 St,F Q,M,-73.966113,F,S,B08-F-S,B08-F-S
349,B08,2,40.764629,223,Lexington Av/63 St,F Q,M,-73.965513,Q,S,B08-Q-S,B08-Q-S
350,B10,1,40.764572,224,57 St,F,M,-73.97745,F,S,B10-F-S,B10-F-S
351,B12,1,40.646892,59,9 Av,D,Bk,-73.994324,D,S,B12-D-S,B12-D-S
352,B13,1,40.641514,60,Fort Hamilton Pkwy,D,Bk,-73.994304,D,S,B13-D-S,B13-D-S
353,B14,1,40.63686,61,50 St,D,Bk,-73.994791,D,S,B14-D-S,B14-D-S
354,B15,1,40.632035,62,55 St,D,Bk,-73.995476,D,S,B15-D-S,B15-D-S
355,B16,1,40.627072,615,62 St,D,Bk,-73.996895,D,S,B16-D-S,B16-D-S
356,B17,1,40.620188999999996,64,71 St,D,Bk,-73.998864,D,S,B17-D-S,B17-D-S
357,B18,1,40.614101,65,79 St,D,Bk,-74.00061,D,S,B18-D-S,B18-D-S
358,B19,1,40.608554,66,18 Av,D,Bk,-74.001736,D,S,B19-D-S,B19-D-S
359,B20,1,40.605156,67,20 Av,D,Bk,-73.998168,D,S,B20-D-S,B20-D-S
360,B21,1,40.602475,68,Bay Pkwy,D,Bk,-73.993728,D,S,B21-D-S,B21-D-S
361,B22,1,40.598304,69,25 Av,D,Bk,-73.986829,D,S,B22-D-S,B22-D-S
362,B23,1,40.589441,70,Bay 50 St,D,Bk,-73.983765,D,S,B23-D-S,B23-D-S
363,D01,1,40.875411,210,Norwood - 205 St,D,Bx,-73.878855,D,S,D01-D-S,D01-D-S
364,D03,1,40.873844,211,Bedford Park Blvd,B D,Bx,-73.887138,B,S,D03-B-S,D03-B-S
365,D03,2,40.873244,211,Bedford Park Blvd,B D,Bx,-73.88653799999999,D,S,D03-D-S,D03-D-S
366,D04,1,40.867578,212,Kingsbridge Rd,B D,Bx,-73.893509,B,S,D04-B-S,D04-B-S
367,D04,2,40.866978,212,Kingsbridge Rd,B D,Bx,-73.89290899999999,D,S,D04-D-S,D04-D-S
368,D05,1,40.861896,213,Fordham Rd,B D,Bx,-73.897749,B,S,D05-B-S,D05-B-S
369,D05,2,40.861296,213,Fordham Rd,B D,Bx,-73.897149,D,S,D05-D-S,D05-D-S
370,D06,1,40.856693,214,182-183 Sts,B D,Bx,-73.900741,B,S,D06-B-S,D06-B-S
371,D06,2,40.856093,214,182-183 Sts,B D,Bx,-73.90014099999999,D,S,D06-D-S,D06-D-S
372,D07,1,40.851009999999995,215,Tremont Av,B D,Bx,-73.905227,B,S,D07-B-S,D07-B-S
373,D07,2,40.85041,215,Tremont Av,B D,Bx,-73.90462699999999,D,S,D07-D-S,D07-D-S
374,D08,1,40.8465,216,174-175 Sts,B D,Bx,-73.910136,B,S,D08-B-S,D08-B-S
